IDENTIF,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,label
E42,A,34,1910.078308,HIGHWAY,1453.866218,2,G,THROUGH,STEEL,LONG,F,3
E78,A,27,1831.048151,AQUEDUCT,1050.731585,2,N,THROUGH,WOOD,SHORT,S,5
E47,M,38.5,1932.417034,RR,1701.122621,2,G,THROUGH,WOOD,SHORT,S,5
E89,A,30,1860.940714,HIGHWAY,1628.051561,1,N,THROUGH,WOOD,MEDIUM,S,5
E89,A,29,1892.827919,HIGHWAY,2118.740498,2,N,DECK,WOOD,MEDIUM,S,5
E4,M,39,1900.780947,HIGHWAY,983.981999,4,G,THROUGH,WOOD,LONG,F,1
E34,O,36,1922.431636,HIGHWAY,1040.448457,6,N,DECK,STEEL,MEDIUM,S,0
E91,M,40,1835.502017,HIGHWAY,2342.44216,2,N,THROUGH,WOOD,MEDIUM,S,5
E74,M,35,1967.31357,RR,1668.518138,2,G,THROUGH,STEEL,LONG,F,1
E92,Y,30,1931.238086,HIGHWAY,1225.318578,2,G,THROUGH,STEEL,LONG,S,4
E28,M,15,1885.974551,HIGHWAY,1487.147134,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,O,2,1891.007706,RR,2688.467852,2,G,THROUGH,STEEL,MEDIUM,F,3
E87,M,16,1884.714556,RR,1157.378206,2,G,THROUGH,STEEL,MEDIUM,F,3
E89,O,40,1902.417722,HIGHWAY,1301.099994,2,G,THROUGH,STEEL,MEDIUM,F,3
E29,M,13,1849.945227,RR,1189.510335,2,N,THROUGH,WOOD,MEDIUM,S,3
E22,A,42,1934.912193,HIGHWAY,1046.341116,4,N,THROUGH,IRON,MEDIUM,S,2
E21,O,1,1897.864729,HIGHWAY,2135.005983,2,G,THROUGH,STEEL,LONG,S,3
E28,M,36,1854.462504,HIGHWAY,1597.748048,2,N,THROUGH,WOOD,MEDIUM,S,5
E75,A,39,1888.612924,RR,955.281019,2,G,THROUGH,STEEL,MEDIUM,F,3
E18,A,29,1959.787641,HIGHWAY,1070.716119,6,G,THROUGH,STEEL,MEDIUM,F,0
E35,A,9,1906.41383,HIGHWAY,1001.180972,2,G,DECK,STEEL,MEDIUM,F,3
E66,A,37,1957.6408,HIGHWAY,1360.489353,4,G,DECK,IRON,SHORT,S-F,2
E94,A,45,1959.900117,AQUEDUCT,1257.158492,2,G,DECK,STEEL,MEDIUM,S,2
E63,M,11,1850.12784,AQUEDUCT,1026.956752,2,N,THROUGH,IRON,SHORT,F,4
E2,A,12,1857.620101,AQUEDUCT,1212.90561,1,N,THROUGH,WOOD,MEDIUM,S,5
E37,A,29,1894.861013,HIGHWAY,1132.571088,2,G,THROUGH,STEEL,LONG,F,3
E5,A,30,1968.043692,HIGHWAY,1046.997227,2,G,THROUGH,STEEL,LONG,S-F,5
E50,M,44,1909.378795,HIGHWAY,1918.741831,2,G,THROUGH,STEEL,LONG,F,3
E30,Y,51,1897.397156,RR,2049.589076,2,G,THROUGH,IRON,MEDIUM,F,3
E38,M,10,1888.668085,RR,1289.767061,2,G,DECK,STEEL,LONG,F,3
E13,A,28,1830.513536,RR,1724.783005,4,N,THROUGH,WOOD,MEDIUM,S,5
E3,A,37,1959.519695,HIGHWAY,1129.382257,4,N,DECK,STEEL,SHORT,F,2
E79,A,48,1944.975446,HIGHWAY,844.41686,6,N,THROUGH,STEEL,MEDIUM,S,0
E54,M,29,1885.513289,RR,2336.514316,2,G,THROUGH,STEEL,MEDIUM,F,3
E83,M,15,1898.892568,RR,1053.474814,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,M,38,1882.053618,HIGHWAY,1195.922325,2,G,DECK,STEEL,LONG,S,3
E37,M,22,1902.660267,HIGHWAY,1359.307323,2,G,THROUGH,STEEL,MEDIUM,S,3
E95,A,18,1900.865626,HIGHWAY,1236.737554,2,G,THROUGH,STEEL,MEDIUM,F,3
E90,M,28,1942.369066,HIGHWAY,1012.627036,6,G,THROUGH,STEEL,LONG,F,0
E107,Y,46,1925.320651,HIGHWAY,1021.655758,1,N,DECK,STEEL,LONG,F,2
E94,M,21,1891.01067,HIGHWAY,2617.301003,2,G,THROUGH,STEEL,MEDIUM,F,3
E19,A,49,1853.033938,HIGHWAY,1011.80591,2,N,DECK,WOOD,LONG,S,5
E55,M,9,1975.855126,RR,1278.101581,4,G,DECK,STEEL,MEDIUM,S-F,2
E17,A,21,1948.266296,HIGHWAY,940.122811,4,N,DECK,STEEL,MEDIUM,S-F,2
E26,O,37,1968.079326,HIGHWAY,2339.053184,4,N,THROUGH,WOOD,MEDIUM,F,0
E18,A,18,1943.994164,HIGHWAY,2677.678729,2,G,THROUGH,STEEL,MEDIUM,S,0
E57,A,34,1912.156171,HIGHWAY,1539.100221,2,G,DECK,STEEL,MEDIUM,F,1
E79,A,23,1963.148112,RR,2765.425781,2,G,THROUGH,IRON,MEDIUM,S,3
E63,A,39,1872.697298,HIGHWAY,1328.511496,2,N,THROUGH,WOOD,SHORT,S,5
E91,M,37,1922.916523,HIGHWAY,2636.048201,2,N,DECK,STEEL,LONG,F,2
E24,A,44,1955.493048,HIGHWAY,2604.413518,4,G,THROUGH,STEEL,LONG,F,0
E38,A,28,1917.588675,HIGHWAY,1942.257375,1,G,THROUGH,STEEL,LONG,F,1
E18,M,10,1887.830748,RR,1298.113595,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E92,A,39,1891.015684,HIGHWAY,1014.698425,2,G,THROUGH,WOOD,MEDIUM,S,5
E73,A,45,1933.788457,HIGHWAY,3057.105374,4,N,DECK,STEEL,LONG,F,2
E78,A,21,1850.016971,WALK,1104.343449,2,N,THROUGH,WOOD,SHORT,S,5
E78,M,46,1910.880971,RR,1201.815727,2,G,DECK,STEEL,MEDIUM,F,1
E16,A,34,1925.685093,HIGHWAY,932.885262,4,G,THROUGH,STEEL,LONG,F,4
E9,M,6,1937.579094,HIGHWAY,1384.225833,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E101,A,39,1863.29675,AQUEDUCT,1748.831768,2,N,THROUGH,WOOD,SHORT,S,5
E91,M,46,1881.607942,HIGHWAY,1730.206822,2,G,THROUGH,STEEL,LONG,F,3
E103,O,49,1929.951375,HIGHWAY,2078.52182,2,G,THROUGH,STEEL,LONG,F,1
E28,A,21,1963.794908,HIGHWAY,2443.665359,6,N,THROUGH,IRON,MEDIUM,S-F,2
E44,M,6,1971.986258,HIGHWAY,3314.163082,2,G,THROUGH,STEEL,LONG,F,3
E27,M,14,1878.341374,HIGHWAY,1272.42754,2,G,THROUGH,STEEL,LONG,F,3
E15,Y,32,1848.151188,HIGHWAY,3096.317739,2,N,THROUGH,STEEL,SHORT,S,5
E27,A,31,1866.991444,AQUEDUCT,1388.221048,2,N,THROUGH,WOOD,MEDIUM,S,5
E109,A,26,1894.388919,HIGHWAY,848.856131,1,G,THROUGH,WOOD,LONG,S-F,4
E65,O,19,1913.993343,HIGHWAY,1856.309833,4,G,DECK,STEEL,MEDIUM,S-F,1
E28,M,25,1946.728222,HIGHWAY,922.632894,1,G,THROUGH,IRON,MEDIUM,S,0
E89,M,24,1889.405267,HIGHWAY,2113.955221,2,G,DECK,IRON,LONG,F,3
E24,O,42,1971.171399,HIGHWAY,1376.857342,6,G,THROUGH,STEEL,MEDIUM,F,0
E86,A,30,1903.594293,RR,1879.738356,2,G,THROUGH,STEEL,MEDIUM,F,3
E109,M,42,1921.641851,HIGHWAY,1023.71123,4,G,DECK,STEEL,LONG,F,0
E47,M,21,1884.579391,RR,1332.761657,2,G,THROUGH,STEEL,MEDIUM,F,3
E17,A,43,1884.082363,RR,1658.485808,2,G,THROUGH,STEEL,MEDIUM,F,3
E87,A,28,1886.622882,RR,869.302757,2,G,THROUGH,STEEL,MEDIUM,S,3
E26,A,26,1841.460731,HIGHWAY,1053.87557,2,N,THROUGH,IRON,MEDIUM,F,4
E107,M,14,1914.51426,RR,1890.338133,2,G,THROUGH,STEEL,MEDIUM,F,3
E94,M,30,1840.691493,HIGHWAY,1202.702803,2,N,DECK,WOOD,SHORT,S,5
E41,A,48,1865.369804,HIGHWAY,1217.258167,4,N,THROUGH,WOOD,MEDIUM,S,5
E4,M,38,1857.441909,RR,1076.346245,2,N,THROUGH,WOOD,SHORT,S,5
E30,A,44,1825.847894,HIGHWAY,897.164563,2,N,THROUGH,WOOD,MEDIUM,S,5
E54,M,25,1901.419289,RR,1733.860639,2,G,THROUGH,IRON,MEDIUM,F,3
E28,M,46,1924.114041,HIGHWAY,1351.99641,4,N,THROUGH,IRON,SHORT,S,0
E108,A,12,1855.368572,AQUEDUCT,1796.467993,2,N,THROUGH,WOOD,SHORT,S,5
E67,A,37,1918.554478,RR,1661.56287,4,G,THROUGH,STEEL,MEDIUM,F,3
E89,A,44,1875.581683,RR,1233.96734,2,N,THROUGH,STEEL,MEDIUM,S-F,3
E78,M,7,1969.815904,AQUEDUCT,2227.582635,6,G,THROUGH,STEEL,LONG,F,0
E16,A,4,1859.325612,WALK,908.790126,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E63,M,12,1888.825091,HIGHWAY,1276.570247,2,G,THROUGH,STEEL,LONG,F,3
E76,A,24,1925.763709,HIGHWAY,2687.776579,4,G,THROUGH,STEEL,LONG,F,0
E79,A,47,1846.567325,HIGHWAY,1056.699016,1,N,THROUGH,IRON,MEDIUM,S-F,4
E94,M,28,1892.172389,HIGHWAY,1801.259922,2,G,THROUGH,STEEL,MEDIUM,F,3
E47,Y,43,1927.114281,HIGHWAY,1464.627001,2,G,THROUGH,STEEL,LONG,F,3
E41,M,23,1961.19743,HIGHWAY,1866.767173,2,G,THROUGH,IRON,MEDIUM,S-F,3
E34,M,43,1914.89075,RR,1510.660468,2,G,THROUGH,WOOD,LONG,F,3
E8,M,29,1928.059674,HIGHWAY,1233.148871,2,N,DECK,IRON,SHORT,S,4
E41,O,11,1900.292428,HIGHWAY,806.379478,2,G,THROUGH,STEEL,MEDIUM,F,3
E60,O,36,1958.936874,HIGHWAY,1647.721197,2,G,THROUGH,STEEL,LONG,F,1
E47,M,39.7,1891.430031,HIGHWAY,1188.145128,2,G,THROUGH,STEEL,MEDIUM,S,3
E19,A,30,1968.914293,HIGHWAY,1835.881856,2,G,THROUGH,STEEL,MEDIUM,F,3
E46,Y,5,1928.736892,HIGHWAY,1273.727133,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,O,15,1969.761219,WALK,746.712057,4,G,DECK,STEEL,MEDIUM,F,2
E14,Y,29,1895.503472,HIGHWAY,1084.804408,2,G,THROUGH,STEEL,LONG,F,3
E55,A,48,1912.71539,HIGHWAY,1020.054136,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,A,34,1846.893816,AQUEDUCT,1849.508432,4,G,THROUGH,STEEL,SHORT,S,5
E3,A,26,1920.0497,HIGHWAY,3239.302874,1,N,THROUGH,IRON,LONG,F,0
E103,M,24,1931.40298,HIGHWAY,1196.838345,2,G,THROUGH,STEEL,LONG,F,4
E75,A,29,1855.236538,AQUEDUCT,1550.057788,2,N,THROUGH,WOOD,MEDIUM,S,5
E6,A,32,1894.054301,HIGHWAY,1563.8631,2,G,THROUGH,STEEL,MEDIUM,F,3
E24,Y,43,1946.762969,HIGHWAY,1998.149531,2,G,THROUGH,STEEL,LONG,F,0
E23,M,3,1914.99128,HIGHWAY,2848.546505,2,G,THROUGH,STEEL,MEDIUM,F,3
E48,Y,30,1911.050002,HIGHWAY,3533.579279,4,G,DECK,STEEL,MEDIUM,S-F,1
E58,M,5,1895.84034,HIGHWAY,1315.901383,2,G,THROUGH,STEEL,MEDIUM,F,3
E107N,M,31,1895.607467,HIGHWAY,894.912981,2,G,THROUGH,STEEL,MEDIUM,F,3
E18,A,33,1868.204428,HIGHWAY,1027.72395,1,N,THROUGH,WOOD,MEDIUM,S,5
E34,M,44,1825.56808,HIGHWAY,1778.858213,2,N,THROUGH,IRON,MEDIUM,S,5
E37,A,41,1926.06408,HIGHWAY,2207.71644,6,G,THROUGH,STEEL,MEDIUM,F,0
E8,M,8,1887.665118,RR,938.954553,2,G,THROUGH,STEEL,MEDIUM,S,3
E107,M,39,1946.034131,RR,1275.050204,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,O,48,1897.81219,RR,1232.923465,4,G,THROUGH,STEEL,LONG,F,1
E28,O,41,1957.119514,HIGHWAY,3237.351673,4,G,THROUGH,STEEL,MEDIUM,S,0
E40,A,35,1898.030665,RR,1034.574062,2,G,THROUGH,STEEL,MEDIUM,F,3
E37,A,40,1896.177189,RR,1797.634036,2,G,THROUGH,STEEL,MEDIUM,F,3
E97,M,12,1885.743538,RR,1025.867679,2,G,DECK,STEEL,LONG,F,4
E7,M,41,1846.032512,HIGHWAY,1748.552177,4,G,DECK,WOOD,SHORT,S,5
E14,O,20,1918.550455,HIGHWAY,1278.28354,2,N,THROUGH,STEEL,MEDIUM,F,1
E18,A,18,1879.861542,RR,1745.752057,6,G,THROUGH,IRON,MEDIUM,F,3
E29,A,27,1956.032512,RR,782.184601,2,G,THROUGH,STEEL,MEDIUM,F,3
E23,M,41,1888.575998,RR,1167.196403,2,G,THROUGH,STEEL,LONG,F,3
E74,A,6,1886.394271,HIGHWAY,995.225964,4,G,THROUGH,STEEL,LONG,S,4
E47,A,13,1890.249484,RR,1190.596678,2,G,THROUGH,IRON,LONG,F,3
E61,Y,39,1885.557553,HIGHWAY,1365.57888,2,G,THROUGH,STEEL,MEDIUM,F,3
E51,A,37,1901.501433,RR,1208.964039,2,G,THROUGH,STEEL,MEDIUM,F,3
E87,Y,52,1884.335178,RR,889.080796,2,N,THROUGH,IRON,SHORT,S,3
E105,A,37,1950.501492,HIGHWAY,1901.362853,2,G,DECK,STEEL,LONG,F,2
E20,O,20,1907.444344,RR,1579.263081,2,G,THROUGH,STEEL,MEDIUM,S,3
E32,A,25,1894.57178,RR,934.234267,2,G,THROUGH,IRON,SHORT,F,3
E22,O,31,1904.437334,HIGHWAY,1648.107515,2,G,THROUGH,STEEL,MEDIUM,S,1
E39,M,11,1912.001244,HIGHWAY,2684.347186,2,G,THROUGH,STEEL,MEDIUM,F,3
E10,A,39,1885.833708,HIGHWAY,1350.129666,1,G,THROUGH,WOOD,SHORT,S,5
E53,M,23,1908.716179,RR,1797.460823,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E65,O,38.5,1902.921479,RR,1140.17166,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E100,O,27,1889.125019,HIGHWAY,1329.133449,4,G,THROUGH,STEEL,MEDIUM,F,3
E23,M,14,1879.472687,HIGHWAY,1918.307394,6,N,THROUGH,IRON,SHORT,S,4
E97,A,5,1937.316314,HIGHWAY,2319.627385,6,G,THROUGH,STEEL,LONG,F,0
E26,M,39,1900.595167,HIGHWAY,1590.03888,2,G,THROUGH,STEEL,LONG,F,3
E34,M,19,1971.893369,HIGHWAY,1399.676848,2,N,THROUGH,IRON,MEDIUM,F,3
E81,M,6,1888.928584,AQUEDUCT,1266.442005,1,G,THROUGH,STEEL,MEDIUM,S,3
E38,A,14,1877.332869,HIGHWAY,1653.559151,2,G,DECK,STEEL,LONG,F,3
E91,A,28,1886.59896,HIGHWAY,1319.929076,2,G,THROUGH,WOOD,LONG,S-F,4
E101,A,39,1934.721946,HIGHWAY,1171.950544,2,G,THROUGH,STEEL,LONG,F,1
E15,M,17,1899.492178,HIGHWAY,841.115852,2,G,THROUGH,STEEL,LONG,F,3
E76,M,28,1824.673945,HIGHWAY,1429.893931,1,N,THROUGH,IRON,SHORT,S-F,4
E62,M,39.7,1964.322962,HIGHWAY,940.599149,2,N,DECK,STEEL,MEDIUM,S-F,2
E100,A,30,1953.869892,RR,2811.5203,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,O,16,1890.816542,RR,1050.401946,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,A,48,1886.42222,RR,3497.297019,4,G,THROUGH,STEEL,MEDIUM,F,3
E31,Y,27,1888.051455,HIGHWAY,1138.226221,4,G,THROUGH,IRON,MEDIUM,F,3
E22,M,10,1883.194863,RR,2102.942679,2,G,THROUGH,STEEL,LONG,F,3
E41,M,1,1873.216945,HIGHWAY,1760.855845,2,G,THROUGH,STEEL,MEDIUM,S,0
E12,A,27,1933.520306,AQUEDUCT,1947.256767,6,N,DECK,WOOD,MEDIUM,S-F,2
E76,O,4,1969.388574,HIGHWAY,1795.75171,4,N,THROUGH,STEEL,LONG,F,2
E50,A,28,1904.33223,HIGHWAY,1213.788408,2,G,THROUGH,STEEL,MEDIUM,F,3
E70,A,22,1861.687126,HIGHWAY,1060.551374,2,N,THROUGH,IRON,SHORT,F,4
E21,M,22,1908.45864,HIGHWAY,1284.890731,2,G,THROUGH,STEEL,MEDIUM,F,3
E34,A,38,1877.136047,HIGHWAY,2541.807229,4,N,THROUGH,STEEL,MEDIUM,F,2
E26,M,4,1898.815892,HIGHWAY,2085.422168,2,G,THROUGH,STEEL,MEDIUM,S,3
E17,A,7,1905.575447,RR,1317.214573,2,G,THROUGH,STEEL,MEDIUM,F,3
E39,M,18,1887.136285,HIGHWAY,1188.815207,2,G,THROUGH,STEEL,MEDIUM,S,3
E76,A,39,1822.295537,HIGHWAY,1026.568908,4,N,DECK,WOOD,MEDIUM,S,5
E98,A,28,1887.550828,HIGHWAY,1955.758565,2,G,THROUGH,STEEL,MEDIUM,F,3
E39,A,46,1966.268708,HIGHWAY,1005.094376,4,G,DECK,STEEL,SHORT,S-F,2
E41,O,17,1976.992714,HIGHWAY,1668.621362,1,G,THROUGH,STEEL,MEDIUM,F,1
E107,M,36,1880.139642,HIGHWAY,1941.165032,2,G,THROUGH,STEEL,MEDIUM,F,3
E83,A,1,1982.375739,HIGHWAY,1071.891108,2,G,THROUGH,STEEL,LONG,F,1
E3,A,24,1922.607864,RR,1052.208056,2,G,THROUGH,STEEL,LONG,F,0
E30,A,31,1903.766288,RR,1687.867795,2,G,THROUGH,IRON,MEDIUM,S,3
E66,A,19,1874.764945,HIGHWAY,989.34572,1,N,THROUGH,WOOD,LONG,S,5
E51,O,32,1855.387675,WALK,1015.687014,6,N,THROUGH,IRON,MEDIUM,S,0
E28,A,21,1891.033081,RR,1029.037571,2,G,THROUGH,WOOD,SHORT,F,3
E58,M,7,1870.488934,HIGHWAY,988.766646,2,G,DECK,STEEL,LONG,S-F,1
E99,A,31,1924.111928,HIGHWAY,1396.740576,4,G,THROUGH,STEEL,LONG,F,1
E1,O,40,1906.640339,RR,2856.156202,2,G,THROUGH,IRON,MEDIUM,F,3
E107,Y,33,1891.972352,HIGHWAY,1242.504902,2,G,THROUGH,WOOD,SHORT,F,3
E8,A,29,1934.336193,HIGHWAY,1696.488068,4,G,THROUGH,STEEL,LONG,F,0
E14,M,15,1965.140517,RR,1011.525168,2,G,THROUGH,STEEL,MEDIUM,S,3
E12,M,16,1883.295349,RR,983.035998,2,G,THROUGH,STEEL,MEDIUM,F,3
E29,M,30,1933.836444,HIGHWAY,2776.067034,2,G,THROUGH,STEEL,LONG,F,1
E30,A,2,1904.536408,RR,1005.57705,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,A,8,1892.204291,HIGHWAY,1640.564958,2,G,DECK,STEEL,SHORT,F,3
E45,O,49,1912.661778,HIGHWAY,840.431945,2,G,THROUGH,STEEL,LONG,F,1
E9,A,52,1846.207633,HIGHWAY,1021.891123,2,N,THROUGH,WOOD,MEDIUM,S,5
E95,O,15,1921.266009,HIGHWAY,1802.078048,4,G,THROUGH,IRON,MEDIUM,S-F,1
E57,O,49,1918.389778,HIGHWAY,1666.85567,4,G,THROUGH,STEEL,MEDIUM,S-F,1
E8,O,17,1890.597223,RR,2433.978997,2,G,THROUGH,WOOD,LONG,F,3
E47,M,51,1900.599399,RR,1929.166734,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E48,M,31,1915.281212,HIGHWAY,1577.986568,2,G,THROUGH,STEEL,LONG,F,3
E5,M,23,1838.92564,RR,1270.181355,2,N,THROUGH,WOOD,MEDIUM,S,5
E28,A,24,1881.370479,HIGHWAY,2796.46129,4,G,THROUGH,STEEL,MEDIUM,F,0
E96,O,8,1927.530997,HIGHWAY,1410.363199,2,G,THROUGH,STEEL,MEDIUM,S,0
E54,O,31,1950.125762,RR,1831.330806,2,G,THROUGH,STEEL,MEDIUM,F,3
E57,O,52,1934.871575,HIGHWAY,834.942578,2,G,DECK,STEEL,MEDIUM,S-F,1
E93,A,29,1829.533158,HIGHWAY,1015.283038,4,N,THROUGH,STEEL,LONG,F,4
E19,M,31,1950.10143,HIGHWAY,1048.042654,6,G,THROUGH,IRON,LONG,F,0
E20,A,1,1838.938277,HIGHWAY,1338.105505,2,N,DECK,WOOD,LONG,S,5
E94,A,17,1964.820642,HIGHWAY,1039.394127,1,N,THROUGH,IRON,MEDIUM,S-F,4
E83,A,33,1889.867305,RR,1762.313331,2,G,THROUGH,STEEL,MEDIUM,F,3
E46,A,31,1890.722138,RR,2558.635072,4,G,THROUGH,STEEL,LONG,F,3
E25,Y,28,1883.843868,HIGHWAY,1791.73978,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E96,M,19,1906.624712,RR,1250.697694,2,G,THROUGH,STEEL,MEDIUM,F,3
E53,A,38.5,1824.814539,RR,1555.328984,2,N,THROUGH,IRON,SHORT,S,3
E95,M,43,1901.563203,RR,2022.380301,2,G,THROUGH,STEEL,MEDIUM,S-F,1
E87,A,28,1893.040363,HIGHWAY,1021.703898,2,G,THROUGH,STEEL,MEDIUM,F,3
E101,A,28,1910.482281,RR,2163.379933,2,G,THROUGH,STEEL,MEDIUM,F,3
E89,M,25,1948.897663,HIGHWAY,1043.960833,6,G,THROUGH,STEEL,LONG,F,0
E43,M,21,1923.178579,HIGHWAY,1287.366063,2,G,THROUGH,STEEL,SHORT,S,1
E23,A,25,1899.146254,HIGHWAY,994.035673,4,N,THROUGH,STEEL,MEDIUM,S-F,4
E89,A,28,1973.095754,HIGHWAY,1979.315207,2,N,THROUGH,STEEL,LONG,F,3
E29,A,23,1928.854713,HIGHWAY,956.976135,4,G,THROUGH,STEEL,LONG,F,4
E82,A,51,1923.775456,HIGHWAY,943.082238,4,G,THROUGH,STEEL,LONG,F,4
E7,A,34,1927.649619,HIGHWAY,2228.0938,2,G,THROUGH,STEEL,LONG,F,1
E30,O,13,1946.949217,HIGHWAY,1313.293862,2,G,THROUGH,STEEL,MEDIUM,F,3
E85,A,3,1920.018649,HIGHWAY,1624.091914,2,N,DECK,STEEL,MEDIUM,S-F,2
E13,A,39.5,1888.854941,HIGHWAY,843.137318,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E109,O,43,1913.771017,WALK,1014.167223,4,G,THROUGH,IRON,LONG,S-F,1
E19,A,27,1828.381015,HIGHWAY,1334.911956,2,G,THROUGH,WOOD,MEDIUM,S,5
E46,O,40,1902.7508,HIGHWAY,902.878604,2,G,THROUGH,STEEL,MEDIUM,F,3
E25,M,24,1890.108207,HIGHWAY,1709.996897,2,G,THROUGH,STEEL,MEDIUM,S,3
E73,A,32,1971.48837,HIGHWAY,3314.500112,4,G,THROUGH,STEEL,LONG,F,0
E88,M,14,1935.018871,HIGHWAY,1721.12763,4,N,DECK,WOOD,LONG,F,2
E98,A,3,1856.592143,HIGHWAY,1850.207853,2,N,THROUGH,IRON,LONG,F,3
E11,M,16,1845.074384,RR,1029.436341,2,N,THROUGH,WOOD,MEDIUM,S,5
E73,Y,16,1909.930396,HIGHWAY,1545.957197,6,G,DECK,STEEL,MEDIUM,F,1
E32,M,41,1967.447364,HIGHWAY,1105.264221,1,G,THROUGH,STEEL,LONG,S,0
E54,A,41,1929.014883,HIGHWAY,1717.232163,4,G,THROUGH,STEEL,MEDIUM,F,1
E29,M,14,1923.364546,HIGHWAY,1203.268223,1,G,THROUGH,STEEL,MEDIUM,F,4
E21,O,38,1949.663306,RR,963.646257,2,G,THROUGH,STEEL,MEDIUM,S,3
E20,M,30,1872.343969,HIGHWAY,1737.601109,2,N,DECK,WOOD,MEDIUM,S,5
E34,A,5,1921.343393,HIGHWAY,2776.687683,6,G,THROUGH,STEEL,LONG,F,0
E14,A,49,1846.374212,HIGHWAY,1775.62101,2,N,THROUGH,STEEL,MEDIUM,S,5
E30,M,29,1889.585461,HIGHWAY,949.523191,2,G,THROUGH,STEEL,MEDIUM,F,3
E75,M,7,1908.19228,HIGHWAY,1064.568354,1,G,THROUGH,STEEL,LONG,F,0
E70,M,17,1899.78406,AQUEDUCT,1145.67301,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E12,M,6,1901.640231,HIGHWAY,1556.536608,2,G,THROUGH,STEEL,LONG,F,3
E96,M,14,1897.384321,HIGHWAY,1101.331263,2,G,THROUGH,STEEL,MEDIUM,F,3
E81,A,52,1949.63622,HIGHWAY,977.332254,2,G,THROUGH,STEEL,LONG,F,0
E73,A,33,1979.814566,HIGHWAY,987.670652,4,N,THROUGH,STEEL,LONG,F,2
E83,M,20,1962.146105,HIGHWAY,1953.658774,2,G,THROUGH,STEEL,LONG,S-F,1
E90,M,52,1844.942392,RR,1110.126642,2,N,THROUGH,IRON,MEDIUM,S,3
E97,O,19,1932.383541,HIGHWAY,983.164589,2,N,DECK,STEEL,LONG,F,2
E91,A,27,1963.949815,HIGHWAY,1536.72053,2,G,THROUGH,STEEL,MEDIUM,F,3
E16,Y,3,1916.228926,HIGHWAY,3637.797886,6,N,THROUGH,IRON,SHORT,S,4
E16,A,27,1847.134448,HIGHWAY,972.901541,1,G,THROUGH,STEEL,SHORT,S,4
E46,A,43,1882.516173,RR,1164.730541,2,G,THROUGH,STEEL,LONG,F,3
E78,O,38,1930.526347,RR,1946.895812,2,G,THROUGH,STEEL,MEDIUM,F,3
E107N,M,19,1890.593763,HIGHWAY,1963.583252,2,G,THROUGH,STEEL,MEDIUM,F,3
E95,M,23,1965.428405,HIGHWAY,1311.759803,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E35,M,12,1903.331847,HIGHWAY,970.626273,2,G,THROUGH,STEEL,LONG,F,3
E42,A,25,1867.035687,WALK,1386.418551,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E7,O,3,1853.310504,AQUEDUCT,1948.637385,4,N,THROUGH,IRON,MEDIUM,S-F,4
E74,A,28,1924.275207,HIGHWAY,1063.335703,4,G,THROUGH,STEEL,SHORT,S,4
E107,A,43,1966.957561,WALK,1315.145098,4,G,DECK,STEEL,LONG,S-F,2
E17,M,13,1891.736522,RR,995.959578,4,G,THROUGH,STEEL,MEDIUM,F,3
E73,O,18,1900.260625,HIGHWAY,1882.206643,4,N,THROUGH,STEEL,MEDIUM,F,0
E73,A,32,1924.67562,HIGHWAY,2358.071711,6,G,THROUGH,STEEL,MEDIUM,S,0
E71,A,39,1847.180834,RR,1576.132745,2,N,THROUGH,WOOD,MEDIUM,S,5
E107N,A,7,1917.321661,RR,1492.064033,2,N,THROUGH,IRON,LONG,F,3
E37,O,32,1977.142226,HIGHWAY,1206.280482,4,N,THROUGH,STEEL,MEDIUM,F,2
E24,A,33,1895.674702,RR,3547.830218,2,G,THROUGH,STEEL,MEDIUM,F,3
E51,Y,39.7,1907.028108,HIGHWAY,914.522179,2,G,THROUGH,STEEL,MEDIUM,F,3
E89,A,15,1908.507618,RR,1581.421361,4,G,THROUGH,STEEL,MEDIUM,F,3
E105,A,23,1926.512786,HIGHWAY,893.090446,4,G,THROUGH,STEEL,LONG,F,4
E51,O,47,1970.449045,HIGHWAY,1366.658879,4,N,DECK,IRON,MEDIUM,F,2
E20,A,39.7,1876.300825,RR,1935.851992,1,N,THROUGH,WOOD,MEDIUM,S,5
E5,A,35,1935.183866,RR,1289.669504,2,G,THROUGH,STEEL,SHORT,F,1
