median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
141300,4.05,35,1566,321,1396,317,34.12,0
173300,4.0221,16,926,230,451,198,38.01,1
127900,2.9844,31,3117,616,1606,588,38.73,1
289500,2.9405,52,3774,744,1461,679,37.86,1
95900,3.175,8,1868,392,1258,389,38.02,1
133400,4.1997,17,5320,984,2866,928,38.66,1
146800,3.5054,33,1278,311,1157,320,33.82,0
181300,3.1587,11,3112,890,1700,851,34.18,0
54600,1.4556,32,3141,812,2589,721,33.93,0
55500,1.8857,31,1620,366,1154,348,36.08,0
150000,3.6953,23,1100,285,940,267,33.82,0
102800,2.2452,35,1166,193,574,190,38.6,1
93300,1.6645,35,1293,339,1494,312,34.05,0
123100,4.6708,17,1779,292,1006,293,34.02,0
231800,2.9811,17,4098,733,1859,713,34.04,0
159500,3.425,28,1346,291,1575,278,33.75,0
108300,2.1212,16,3806,794,1501,714,37.35,0
43100,1.3952,41,2279,538,1908,511,36.06,0
105600,3.1486,14,1195,220,568,229,36.33,0
168300,3.185,30,4468,959,4027,938,34.04,0
28300,2.7377,29,17738,3114,12427,2826,34.7,1
282900,6.0868,17,5041,778,2396,801,33.53,0
234300,4.5,17,3889,748,2415,739,34.23,0
212500,2.625,32,1495,333,905,281,38.25,1
205600,2.1766,36,1276,503,1502,450,34.08,0
150000,4.601,34,3078,477,1226,487,37.51,1
193000,3.8523,25,1947,418,900,354,37.66,1
14999,4.1932,52,803,267,628,225,34.24,0
170000,2.6917,24,2080,514,1976,478,34.09,0
168300,4.4615,16,1972,402,1377,413,32.92,0
93500,3.2216,20,1128,229,621,210,39.05,1
191800,3.5313,15,3221,659,1390,607,34.27,0
181500,4.765,23,2089,377,1085,362,33.85,0
195400,5.0282,35,1275,222,959,226,34.22,0
121900,3.3067,17,15401,3280,7302,3176,32.83,0
142600,3.9815,26,2010,347,1160,331,33.22,0
158300,2.1944,50,180,89,356,76,34.02,0
165300,2.1406,41,679,184,788,185,33.95,0
155000,2.1923,52,846,271,1153,281,34.04,0
92100,2.7981,24,4157,951,2734,879,38.02,1
68100,1.6667,50,1291,277,864,274,32.79,0
276300,4.6463,22,11872,2300,5600,2200,38.1,1
335200,8.2049,28,1326,184,463,190,37.83,1
121100,1.9176,24,830,190,279,196,33.02,0
177100,3.225,35,703,117,290,107,38.04,1
187500,1.3333,26,239,135,165,112,33.8,0
192000,4.6923,39,3184,593,1188,572,38.53,1
301200,5.5362,30,2062,396,1089,375,34.22,0
159100,4.1779,10,3194,579,2088,549,34.03,0
500001,12.6417,39,3562,391,1139,391,37.56,1
273700,4.0,37,1437,305,979,331,37.57,1
233900,5.4218,16,4274,715,2240,704,37.23,1
500001,2.5875,52,812,252,629,247,37.8,1
222800,4.8917,45,1734,331,797,293,33.83,0
140200,3.599,6,8884,1687,3767,1334,34.44,0
159800,2.7059,19,1248,357,1214,328,33.74,0
118800,2.125,38,3335,921,3612,887,34.0,0
500001,4.0,48,1640,322,664,301,34.01,0
105500,3.4784,36,3099,605,1322,623,38.61,1
217800,2.8667,43,2230,583,1667,543,34.11,0
187500,1.1122,52,936,454,990,354,34.06,0
287300,7.3732,16,3031,438,1087,421,37.88,1
131000,4.0327,5,4597,1071,1916,870,35.35,0
55800,1.0208,29,1303,308,861,263,38.55,1
161900,4.6587,36,2241,419,1743,448,34.05,0
253600,1.6307,35,5161,1744,3276,1742,37.86,1
155000,3.1897,36,1047,227,975,239,33.9,0
311500,6.5214,16,4070,624,1543,577,37.67,1
87800,1.8914,25,2220,511,912,449,39.93,1
105800,2.7813,36,1330,273,761,286,39.44,1
137000,3.1378,13,2312,592,2038,559,33.92,0
156300,2.5562,34,1610,513,2050,508,34.05,0
154700,3.1979,35,1608,465,2140,488,33.99,0
167400,4.0,13,2692,470,1302,420,38.71,1
457800,4.1148,52,4683,1055,2246,975,37.79,1
500001,5.2319,38,2398,431,911,392,33.87,0
188300,7.7062,18,2789,378,937,364,36.81,1
442900,3.2426,50,2989,832,1345,775,34.08,0
500001,10.9052,23,4960,592,1929,586,34.26,0
500001,6.6343,52,2501,362,748,349,34.06,0
187500,2.1734,21,1484,394,984,380,36.98,1
57400,1.8163,33,1470,330,1222,301,36.54,0
387500,4.0972,24,3924,1142,7174,950,37.43,1
272000,6.5394,20,1767,280,801,284,33.54,0
167600,2.65,38,1130,228,699,241,32.77,0
403700,6.2319,10,6531,1036,2975,1018,34.01,0
191700,1.7292,47,1346,383,1452,371,34.07,0
500001,4.0294,23,2656,515,998,435,33.42,0
187100,4.5078,36,1371,246,806,241,34.08,0
96400,3.2937,33,1808,363,824,340,38.16,1
92400,2.662,13,1713,340,643,241,37.57,1
213900,3.087,46,2062,484,1522,469,34.21,0
155000,6.1426,17,889,131,439,141,34.23,0
133000,3.1597,37,1801,422,1564,425,34.13,0
275000,1.2012,12,535,328,1194,365,34.05,0
238500,3.8275,32,2468,552,1190,479,33.97,0
158300,3.1719,42,465,93,256,93,37.88,1
70500,1.9688,43,2285,479,1169,482,40.79,1
222300,4.1339,26,2641,633,3657,617,33.79,0
411900,6.4913,28,2490,345,948,361,37.36,1
185100,2.6696,19,2890,821,2203,705,34.19,0
500001,4.6133,29,2937,524,1132,528,33.79,0
139800,2.1281,33,2891,793,1607,754,32.63,0
178100,2.9615,19,2949,662,1425,548,35.12,1
159300,2.905,41,1974,482,965,458,38.46,1
125000,2.2054,45,972,249,1288,261,33.98,0
197100,5.5277,30,2492,406,1250,431,32.84,0
64000,1.4663,38,1208,321,1225,317,34.11,0
194600,3.3304,20,3638,868,2326,822,33.87,0
162500,3.0781,7,439,84,246,80,39.09,1
84400,1.7321,45,629,143,568,139,35.37,0
61300,2.0474,5,1922,489,938,439,39.15,1
368200,5.012,41,839,190,419,215,37.53,1
122100,3.9052,2,4198,805,1943,673,33.82,0
86100,1.4529,25,2383,576,1234,583,37.49,1
209900,3.4934,25,3402,758,1645,710,37.7,1
170800,3.6125,33,1954,390,1600,376,33.95,0
175000,3.2813,15,2752,546,1422,545,35.5,1
126600,1.758,17,1285,423,1208,409,32.72,0
282200,3.8906,31,2417,510,1102,507,34.18,0
207700,4.43,25,2202,390,1415,412,34.15,0
104200,2.3464,11,2242,699,1203,642,38.35,1
214300,4.0069,42,918,204,394,204,34.27,0
80300,2.8359,30,3162,640,1660,639,36.78,1
273100,4.6167,13,2364,421,1257,380,35.06,1
237500,4.2422,27,1797,538,1610,531,37.37,1
73800,1.75,31,215,62,192,66,37.63,1
184400,2.875,18,3631,947,2357,757,37.26,1
342000,3.8141,52,2088,388,908,375,34.08,0
129700,2.4345,35,1878,454,991,409,32.74,0
224000,5.9214,20,3244,520,1769,469,37.27,1
156900,4.037,37,1365,276,952,268,38.38,1
394900,5.5221,11,2137,339,916,338,34.63,1
157700,5.1842,17,1893,297,936,287,33.15,0
119900,3.8095,28,3513,634,1658,598,40.72,1
316900,4.675,27,2287,491,1101,466,33.87,0
212500,4.6452,45,1519,263,681,267,33.79,0
68300,1.6369,39,1606,330,731,327,40.78,1
165100,4.0658,33,2420,393,1003,397,32.79,0
93600,1.5,35,2073,494,1753,490,33.95,0
88800,2.9107,43,2453,490,1093,438,37.97,1
184700,3.9395,33,3429,681,1798,694,37.67,1
327100,5.7912,52,1225,169,412,168,37.89,1
134300,2.5972,29,1276,283,1216,316,34.08,0
500001,3.8456,27,5509,1059,2591,979,34.43,1
162100,5.5427,4,2477,359,1234,377,38.04,1
500001,11.1557,24,1521,209,539,192,37.24,1
229200,2.6757,16,4907,1117,2265,1048,36.98,1
112500,2.5,18,819,198,996,198,36.72,1
354200,5.0,34,1770,291,916,289,33.85,0
362100,4.8966,45,4126,696,1722,668,37.48,1
162500,2.2891,31,1860,394,1848,293,37.94,1
100500,1.7425,43,1575,475,1980,469,34.01,0
67700,2.0625,6,2804,581,2807,594,32.67,0
57100,1.575,34,1186,300,774,271,36.75,1
164800,5.6973,25,2999,439,1396,458,33.89,0
204200,3.1806,41,1213,301,801,300,34.12,0
342400,4.5833,39,2210,483,1023,450,37.39,1
181500,2.1591,32,927,250,970,248,33.97,0
304500,2.9352,38,1387,337,713,343,34.15,0
235300,5.3912,35,1845,325,1343,317,37.4,1
105300,6.0653,18,4334,641,1777,661,35.63,0
291400,3.8409,38,3966,768,1640,729,32.73,0
159600,3.7312,35,1321,300,1133,287,37.46,1
111800,1.6944,33,1096,240,716,224,32.72,0
119600,3.1369,14,3731,772,1679,750,38.0,1
329700,4.3611,11,1317,234,655,243,35.06,1
136700,3.4205,43,1985,440,1085,407,37.78,1
101400,2.0,52,1225,250,725,231,38.03,1
118600,2.166,18,4197,1006,2203,874,37.68,1
133300,1.1835,30,3317,1058,1794,990,38.1,1
52500,2.0,17,877,219,966,218,36.42,0
234600,5.6488,25,5939,989,3275,954,37.25,1
75000,1.75,49,844,204,560,152,37.81,1
176300,4.1328,34,2376,468,1858,449,34.0,0
346800,4.9083,52,2261,328,819,335,37.9,1
251800,5.9263,3,6577,1056,3032,1004,34.52,0
54200,2.2029,51,2419,486,1284,426,36.76,1
67500,4.35,28,60,10,46,13,36.72,1
142500,4.5185,30,4255,773,2129,730,34.08,0
101600,2.8348,22,2101,514,1304,511,38.01,1
227300,5.9265,36,2734,448,1308,441,33.83,0
337200,3.4883,52,3047,641,1427,620,37.78,1
118800,3.0742,24,9493,1935,5162,1880,38.06,1
67500,2.3851,21,1155,210,510,175,39.68,1
202000,4.4107,31,1975,373,918,347,33.93,0
94200,1.4089,22,2409,582,1887,578,32.7,0
96200,2.5,28,927,165,542,148,38.69,1
225000,3.6581,51,2690,554,1795,539,37.72,1
258700,3.8167,21,4723,882,2210,768,34.07,0
103100,2.5625,26,186,48,102,39,33.51,0
117200,1.7054,40,1082,318,1085,273,34.05,0
164800,3.1042,2,337,55,115,49,33.93,0
144000,3.5192,36,2297,418,1070,392,32.75,0
500001,7.4185,35,1897,279,733,291,34.13,0
155400,3.6434,14,770,116,285,116,39.13,1
114700,3.0122,16,4112,880,2821,857,33.93,0
123100,3.75,41,762,147,817,176,34.05,0
226800,4.0431,9,2813,492,1144,490,34.96,1
180400,3.9,14,1131,193,520,178,39.05,1
310900,6.4223,52,3094,519,1309,488,34.18,0
148800,3.3214,42,1430,338,1269,321,33.96,0
84700,3.4279,25,1565,271,661,275,36.81,1
63700,2.0174,20,3815,924,3450,920,35.26,0
262000,4.2407,40,3838,696,1851,674,34.16,0
438100,7.1845,40,826,143,389,147,33.89,0
226500,4.0039,35,2987,601,1561,606,33.94,0
87600,2.2115,19,3649,755,1717,696,33.74,0
345500,5.5771,27,3039,606,1421,564,33.88,0
140100,3.0441,17,4001,814,2313,756,34.65,0
366700,3.1642,24,3711,1192,1764,1147,34.03,0
270800,4.2813,52,2606,426,883,380,32.76,0
168800,4.9239,35,1470,241,885,246,34.12,0
293800,4.7,43,1781,342,663,358,34.44,1
251800,6.2957,25,4096,623,2128,618,37.25,1
85100,2.2621,43,2976,599,1181,560,39.74,1
267500,5.7664,16,2017,369,931,336,38.38,1
140900,3.5104,30,1246,373,1990,369,34.26,0
285500,3.1083,33,2418,485,1397,477,33.96,0
151300,2.9792,37,1548,328,863,287,38.73,1
225000,1.8068,52,2737,1241,1761,1029,37.79,1
44600,1.7109,11,8739,2190,4781,1919,35.4,0
450000,1.7306,28,1759,716,1463,620,34.1,0
229300,7.6889,11,1792,252,767,263,38.12,1
225000,1.4007,7,2461,647,1587,551,36.73,1
138000,2.5625,45,1839,459,1312,460,34.04,0
96900,2.73,33,2199,403,1245,394,36.34,0
161200,2.5441,41,1408,311,793,264,34.37,0
144300,3.5859,17,856,167,518,170,39.19,1
450000,1.5132,28,1394,582,716,543,34.02,0
122500,2.0375,48,1696,396,1481,343,37.79,1
248700,5.5423,14,7876,1253,3699,1162,34.15,0
134200,3.6083,38,2308,425,1272,406,38.28,1
348100,7.9283,13,3320,426,1432,431,33.59,0
78300,3.3036,17,890,167,406,154,40.51,1
107800,2.1856,23,1326,300,722,263,34.13,0
146900,2.8542,34,1011,274,1164,262,34.04,0
188300,2.7344,23,1664,355,629,279,35.39,1
162500,1.5625,17,353,112,359,118,33.19,0
58600,1.4583,32,1615,382,1307,345,32.98,0
183700,2.3277,52,1557,424,1580,434,37.35,1
180400,2.7083,10,479,125,355,108,37.72,1
175000,2.7928,48,2012,422,893,394,32.77,0
137200,5.3074,18,1339,284,761,290,33.03,0
110000,6.0426,19,392,109,287,81,37.97,1
233400,5.6631,4,16450,2833,7985,2683,32.65,0
128300,2.9688,16,1039,182,554,184,39.2,1
350000,0.6775,52,2806,1944,2232,1605,34.05,0
155200,2.6464,37,2444,651,1562,618,37.69,1
256700,5.7068,9,3980,736,1705,679,37.7,1
85900,1.8911,52,1532,408,782,369,38.56,1
73200,1.424,29,2793,722,1583,626,33.93,0
258300,2.5568,32,1601,468,731,429,32.8,0
62800,1.7857,19,1210,248,329,155,33.34,0
485000,4.9044,24,1240,296,513,254,33.72,0
124000,2.1905,52,1274,418,1655,368,34.03,0
158500,4.8286,17,4713,740,2531,723,32.87,0
97300,1.6027,38,1819,497,2110,499,33.97,0
186700,4.9609,29,889,166,597,163,33.91,0
344100,6.4631,32,2930,481,1336,481,37.29,1
166700,4.0521,12,1474,364,1009,372,32.93,0
108900,2.3549,18,1564,357,618,277,38.43,1
482900,4.498,34,3415,779,1275,718,33.6,0
204400,6.4865,2,11008,1549,4098,1367,34.6,0
230700,3.9844,26,1375,286,829,278,33.88,0
53000,1.4583,33,2109,531,2248,588,37.93,1
178500,3.0306,19,5710,1423,4163,1406,33.15,0
500001,6.9615,13,3030,413,1027,363,36.57,1
500001,12.2547,38,240,29,63,34,37.85,1
84900,2.425,46,1636,338,772,332,36.33,0
500001,4.7009,31,2526,528,1046,504,34.01,0
246800,6.057,16,2655,487,1862,448,37.39,1
156300,2.2543,29,1170,369,1398,373,33.78,0
234600,2.5833,52,1277,285,954,334,34.04,0
48800,1.375,16,241,84,152,61,40.51,1
145800,3.2206,40,1323,243,684,229,33.94,0
271500,4.6957,27,3143,537,1760,570,34.43,1
500001,3.8088,27,6605,1710,2665,1520,34.08,0
87500,4.0,16,1347,327,271,91,34.22,0
69100,1.3029,52,2137,448,1194,444,36.74,1
139300,3.6,24,1948,362,1286,364,34.07,0
273400,3.2177,28,5806,1603,2563,1497,37.81,1
229700,5.1221,4,14934,2479,6945,2418,32.75,0
68200,2.25,30,1952,397,961,333,40.02,1
114300,3.072,15,4065,841,1986,680,37.69,1
159900,6.3814,8,2183,307,1000,287,32.79,0
116600,3.7188,37,1709,278,744,274,34.16,0
209900,4.5533,15,4430,992,3278,1018,37.38,1
68900,1.5972,44,1625,392,944,347,40.58,1
101400,3.5625,36,1338,250,709,250,34.71,0
214000,4.3125,34,1519,301,758,304,33.94,0
355300,7.2707,8,3088,474,1799,456,37.33,1
90300,3.119,34,789,200,1041,191,33.91,0
159300,3.6384,32,2433,553,2318,532,34.25,0
63900,2.1979,25,1311,375,1193,351,32.8,0
218200,3.1795,52,3171,698,1498,696,37.89,1
253600,5.9346,27,1469,216,578,219,37.94,1
81300,0.8952,9,456,130,438,114,33.94,0
188600,4.7813,35,3578,582,1568,553,32.79,0
165400,5.0374,30,1337,253,838,247,36.74,1
106300,2.9097,16,2913,723,1705,693,37.96,1
210100,4.2813,45,1928,453,1323,458,33.89,0
147600,3.35,35,1008,204,1162,215,34.29,0
112500,3.0773,15,1482,345,669,379,34.43,1
175000,3.4643,36,666,132,366,134,37.71,1
156600,3.6458,37,1793,364,1534,346,37.63,1
117300,3.0417,35,1669,445,1870,412,33.92,0
229200,2.053,31,2818,1252,4126,1200,34.05,0
350000,2.7157,25,1295,417,856,342,33.77,0
171900,0.9218,21,896,453,735,438,37.82,1
199300,2.7951,52,1409,359,981,304,34.36,0
251600,6.6112,31,1595,217,542,236,38.51,1
300000,2.875,37,7097,2010,2913,1939,34.1,0
158900,1.4413,41,1788,774,2931,702,34.05,0
216800,5.1701,23,7518,1279,3827,1294,37.68,1
198000,5.1178,28,2038,329,947,349,37.98,1
356100,5.0519,40,4850,977,1824,952,37.75,1
192300,4.1591,10,3897,893,1992,693,33.82,0
314500,3.4375,45,1577,421,1042,375,34.02,0
50000,1.7727,19,749,238,476,169,33.36,0
162500,3.4482,35,2259,501,1340,511,32.83,0
167100,3.125,31,1892,428,1162,389,37.68,1
138800,3.7375,14,2356,438,1378,481,38.03,1
147600,3.2031,36,1248,322,1282,326,34.01,0
238500,4.3875,17,3314,638,1873,602,37.6,1
110700,3.1397,45,1913,335,839,333,37.64,1
333800,7.0504,14,2627,328,1121,328,34.18,0
192100,2.9926,46,1895,442,920,425,37.88,1
294000,4.7437,10,2184,405,1119,370,34.46,0
154500,2.3175,26,6895,1877,8551,1808,33.97,0
151900,3.4514,38,921,239,1023,241,34.25,0
500001,9.8892,40,1723,208,976,209,37.46,1
322900,5.2573,21,2751,502,2027,491,37.65,1
165600,2.9832,22,6465,1397,2694,1370,34.18,0
221200,3.6354,17,2625,512,1487,481,36.84,1
170400,3.625,31,2377,600,2042,593,33.84,0
198700,6.0804,6,4664,644,2105,663,38.72,1
162500,1.9766,34,617,189,810,180,33.93,0
411200,6.6959,34,3559,560,1747,550,37.52,1
335500,6.1463,6,3526,559,1378,491,37.3,1
149100,3.449,15,4420,903,2373,858,34.03,0
381500,4.0893,31,2851,804,1410,782,34.01,0
183900,1.1875,17,1714,572,1590,568,34.06,0
91200,4.5156,35,1806,293,683,295,39.53,1
411500,7.5544,40,4991,674,1616,654,37.83,1
220300,4.8594,37,1588,272,692,245,33.84,0
158100,3.5347,36,1111,275,1333,266,34.27,0
69600,2.2067,24,1629,313,641,274,40.08,1
270500,6.6207,16,3491,502,1496,509,33.84,0
261600,4.3882,29,2784,582,1278,550,33.96,0
389500,5.1773,52,3529,574,1177,555,37.84,1
75000,2.25,10,266,62,154,49,39.1,1
177600,4.5913,24,2329,465,1401,453,37.63,1
170400,3.045,9,1431,254,681,221,39.2,1
154200,3.3472,42,618,163,680,179,33.94,0
131900,2.5033,44,1856,461,1853,452,34.06,0
44400,1.4923,31,2053,465,1193,447,40.07,1
145000,2.6042,45,894,231,925,222,34.03,0
224100,5.5,16,2095,450,963,411,33.66,0
187500,4.7917,7,914,159,85,34,39.35,1
192900,2.5924,19,4852,1465,3171,1332,34.15,0
88600,1.4719,26,2372,621,1647,612,34.0,0
183900,3.7917,35,620,122,381,124,33.91,0
225000,6.1253,25,3371,502,1717,506,34.27,0
182800,3.9688,15,4419,822,622,267,34.24,0
137600,4.3864,15,3062,584,1624,538,37.67,1
265300,4.0417,47,1250,249,607,234,36.98,1
36600,0.9288,26,875,199,567,204,35.32,0
125500,4.5815,21,2713,432,1287,440,38.55,1
138600,3.7019,37,1255,238,671,278,32.78,0
487100,3.4048,30,2722,584,628,384,36.55,1
178600,2.7768,19,6275,1546,4312,1466,37.3,1
134500,5.0318,24,1966,299,786,302,34.03,0
306700,7.6486,17,6100,861,2771,866,33.93,0
115800,3.9,36,406,71,268,77,33.89,0
91400,1.5313,23,1983,611,2048,600,33.96,0
210900,5.0278,14,2816,501,1448,452,32.99,0
259200,6.3132,18,2876,423,1395,427,37.69,1
347300,8.6803,16,2402,336,1080,365,33.07,0
168400,4.5724,6,8733,1600,2006,736,34.83,0
150900,3.6406,19,4414,767,1865,699,38.72,1
113500,3.7478,13,3684,604,1767,585,34.41,0
302600,5.8652,20,1288,179,539,181,34.18,0
423300,4.3693,15,11403,2131,3327,1585,34.17,0
492200,7.3151,34,2674,435,1087,431,33.9,0
190600,2.9943,41,2125,591,1604,555,33.8,0
245000,3.1742,20,1738,509,1403,411,33.71,0
55700,2.1265,32,3274,820,2050,738,37.98,1
84000,4.1917,26,2636,468,1416,485,35.77,0
275000,6.4218,19,1674,243,786,234,33.89,0
189600,5.0159,6,9798,1551,4583,1494,38.68,1
275900,2.3547,31,1866,465,821,447,37.33,1
319800,7.6832,11,2660,352,1226,366,33.06,0
291700,4.4357,23,3170,532,1446,515,37.55,1
67900,1.8636,21,1899,447,1133,391,35.13,0
189000,4.5375,34,1550,279,1011,288,34.23,0
90000,2.4875,26,4397,997,2539,965,38.09,1
335000,3.6687,48,409,86,148,70,37.74,1
176700,2.2167,39,1148,348,1161,333,34.11,0
98500,4.277,11,2513,408,1360,415,36.94,1
200600,3.59,35,2810,614,1578,601,33.89,0
60200,2.0357,30,1610,410,1000,397,36.77,1
191900,4.8603,52,2216,333,714,327,38.55,1
191100,3.9539,33,2291,439,1187,405,33.84,0
337300,6.868,13,5377,744,2759,760,37.47,1
225000,3.2818,31,6348,1827,2559,1755,34.09,0
290600,2.5386,19,3013,1118,2465,1008,34.07,0
121500,2.964,14,6027,1148,3136,1036,33.75,0
293200,4.9091,43,2268,438,1151,449,37.54,1
107000,2.6111,13,3239,849,2751,813,33.88,0
266400,3.9537,44,1913,441,1295,432,34.03,0
76900,2.8676,30,1055,211,629,170,37.95,1
220300,4.2333,16,3784,577,1615,525,34.07,0
101100,2.0893,20,1667,469,1292,445,32.75,0
474600,4.7475,28,5448,1089,2100,1023,37.88,1
65300,1.9375,22,5473,1234,2581,1098,34.07,0
113700,2.1437,17,8466,2628,7014,2267,33.13,0
214200,3.2355,30,3745,767,1762,748,36.66,1
216700,5.4236,35,2182,390,1248,399,33.91,0
198400,4.225,34,3203,653,2072,691,33.83,0
212200,2.5114,32,1978,536,826,470,34.11,0
222700,3.2981,52,1862,472,872,471,37.77,1
265900,4.6477,27,2049,417,1230,336,36.92,1
37500,1.7969,10,365,102,140,49,40.4,1
265000,3.2964,52,2605,678,2071,611,37.76,1
108700,3.1691,45,2019,394,1104,407,38.9,1
46700,1.5743,31,1418,306,1219,312,35.36,0
187500,4.6336,2,2530,562,1066,510,33.58,0
61600,1.5281,29,1860,400,1137,365,39.29,1
343000,5.7654,35,1577,279,743,274,33.84,0
166000,3.7083,31,3007,653,1766,616,34.1,0
500001,3.7277,33,1730,386,994,363,34.03,0
137500,3.875,25,1025,266,726,183,33.86,0
90600,1.0,45,204,62,133,51,39.2,1
77000,3.0268,5,2133,487,1182,438,35.44,0
148100,3.6791,37,1545,341,1909,352,34.25,0
91600,3.5404,38,3166,575,1351,561,37.97,1
150900,3.6273,7,7722,1324,2975,1161,33.61,0
155100,3.0147,30,1842,476,1491,420,33.91,0
89200,2.5238,32,2086,458,1355,412,34.07,0
215400,2.2174,38,1843,565,1449,524,34.16,0
55100,2.035,19,2500,509,1293,494,40.16,1
197400,3.3831,30,2838,649,1758,593,33.83,0
154400,2.375,41,1545,420,747,415,32.76,0
141700,2.3946,35,1102,308,688,303,37.9,1
98400,2.5742,25,2474,513,1947,524,38.03,1
152600,4.4063,13,3661,770,567,228,34.27,0
109600,2.0809,52,2579,494,1558,458,34.0,0
171300,2.652,17,2703,550,1241,515,38.3,1
104100,3.0682,14,2774,566,1530,505,33.73,0
153900,3.9167,28,1077,288,1377,293,34.26,0
270000,3.1505,30,1856,444,899,435,33.88,0
286500,6.3093,19,8120,1371,5026,1345,33.85,0
335000,4.9028,14,5034,797,2124,790,37.1,1
137700,2.3882,47,2649,684,2374,607,33.98,0
232000,3.7813,30,3376,720,1990,725,34.12,0
393800,4.218,52,2666,515,1362,494,37.78,1
70300,1.3679,23,2679,792,1740,659,38.5,1
141700,2.1468,33,1134,375,1615,354,33.99,0
156300,2.9054,37,2073,614,2544,598,33.99,0
450000,2.7361,52,996,264,341,160,33.34,0
199800,3.7109,11,5546,974,2300,970,33.18,0
95300,2.8068,24,3794,848,2225,864,38.68,1
86900,3.0911,27,2521,484,1307,456,37.36,1
187500,2.5488,30,1547,436,1700,410,34.06,0
221800,4.625,20,1248,231,722,225,35.26,1
58800,1.7172,28,826,258,979,245,33.72,0
134400,0.7007,30,2548,717,2086,700,33.85,0
238600,5.4639,35,2211,350,1004,365,37.71,1
160900,3.4955,15,2081,531,1617,561,33.77,0
136400,5.2081,27,1713,282,761,295,38.66,1
144000,3.0967,35,1403,338,1415,367,33.91,0
159300,4.3152,33,4015,663,1864,664,32.79,0
155300,2.8311,41,1694,413,1222,387,33.98,0
142600,4.0927,46,1543,339,777,322,37.95,1
120700,3.2123,17,3507,696,1867,709,38.14,1
126200,3.2202,24,2838,695,2151,645,34.11,0
213400,4.625,44,1436,257,745,233,33.86,0
116900,4.3235,25,2707,464,1423,490,38.61,1
185800,3.705,33,1194,229,839,230,34.27,0
356000,7.9168,17,3279,418,1222,381,37.8,1
150000,2.7031,10,1564,397,643,347,37.98,1
88900,2.7083,16,2050,471,588,195,40.93,1
259100,2.16,39,1172,322,606,316,34.42,1
500001,7.9767,16,3985,567,1327,564,33.78,0
127600,3.3438,8,3955,815,2184,725,34.09,0
69900,2.1429,52,941,184,414,171,37.98,1
137000,3.8703,23,2542,772,1720,675,33.73,0
273700,3.9583,42,1667,395,1041,387,37.74,1
92000,2.7028,29,3375,795,1760,699,34.03,0
118300,2.8095,30,2636,652,3412,649,33.82,0
410800,10.2614,16,1509,216,578,235,34.16,0
100500,3.4038,8,3579,672,2216,630,34.39,0
492900,3.35,52,2645,626,1275,553,37.77,1
118500,3.875,17,2681,470,1621,459,34.13,0
113500,3.5403,26,2420,532,1383,469,33.94,0
89900,3.5972,52,2281,371,839,367,36.78,1
500001,7.5552,39,2040,336,926,351,33.9,0
500001,9.3586,32,1433,199,498,201,37.36,1
146300,4.5972,39,1065,248,497,208,37.11,1
113500,2.375,41,2665,515,1664,512,32.68,0
275000,3.9643,46,105,20,69,19,34.0,0
102500,2.0938,39,1273,246,770,242,32.72,0
147100,4.3818,14,3048,597,1690,576,32.87,0
225000,3.8631,17,2247,705,1382,618,33.82,0
139400,4.4085,8,4114,710,2268,716,38.85,1
175800,3.2196,31,2636,638,2695,614,34.18,0
57000,2.8393,41,1992,421,1006,419,35.42,0
269600,3.369,19,1434,391,1088,341,33.88,0
272900,6.2073,5,6265,908,3326,872,38.0,1
76200,3.1597,29,1568,283,848,245,32.78,0
484100,10.1531,2,7826,893,2985,790,33.64,0
180600,2.6,40,1912,502,2077,500,34.02,0
238000,4.2759,33,1891,334,932,343,33.81,0
137500,1.8299,9,2436,720,1780,653,32.72,0
186300,4.3897,14,1449,228,670,232,38.74,1
192900,4.9219,35,2197,353,945,357,32.82,0
84500,1.5633,41,2901,689,1426,632,39.74,1
107600,3.4792,13,3435,708,1761,699,32.58,0
55500,0.78,10,1051,297,927,274,36.33,0
265300,3.337,29,2721,682,1602,646,37.29,1
388300,5.9113,37,2260,354,809,351,32.73,0
482700,6.3612,35,2921,438,1042,415,32.69,0
