openml_task_id,openml_interval_start,openml_interval_end,openml_classifier_moa.WEKAClassifier_J48(1),openml_classifier_moa.LeveragingBag_HoeffdingTree(1),openml_classifier_moa.WEKAClassifier_SMO_PolyKernel(1),openml_classifier_moa.kNN(1),openml_classifier_moa.WEKAClassifier_OneR(1),openml_classifier_moa.LeveragingBag_kNN(1),openml_classifier_moa.OzaBoost_HoeffdingTree(1),openml_classifier_moa.HoeffdingTree(1),openml_classifier_moa.SGD(1),openml_classifier_moa.NaiveBayes(1),openml_classifier_moa.WEKAClassifier_REPTree(1),openml_classifier_moa.OzaBag_HoeffdingTree(1),openml_classifier_moa.SPegasos(1),meta_REPTreeDepth2ErrRate,meta_J48.00001.ErrRate,meta_NBErrRate,meta_MeanMutualInformation,meta_NBAUC,meta_DecisionStumpKappa,meta_HoeffdingDDM.warnings,meta_NoiseToSignalRatio,meta_RandomTreeDepth3AUC_K=0,meta_PercentageOfNumericAtts,meta_EquivalentNumberOfAtts,meta_HoeffdingDDM.changes,meta_ClassEntropy,meta_NaiveBayesDdm.changes,meta_NumNominalAtts,meta_REPTreeDepth3AUC,meta_MeanAttributeEntropy,meta_MeanKurtosisOfNumericAtts,meta_REPTreeDepth3Kappa,meta_J48.001.ErrRate,meta_NumNumericAtts,meta_ClassCount,meta_J48.00001.AUC,meta_PercentageOfBinaryAtts,meta_DecisionStumpAUC,meta_RandomTreeDepth1AUC_K=0,meta_REPTreeDepth2Kappa,meta_PositivePercentage,meta_J48.0001.ErrRate,meta_MinNominalAttDistinctValues,meta_RandomTreeDepth2AUC_K=0,meta_MeanMeansOfNumericAtts,meta_J48.0001.kappa,meta_MeanNominalAttDistinctValues,meta_J48.00001.kappa,meta_PercentageOfNominalAtts,meta_REPTreeDepth1Kappa,meta_NegativePercentage,meta_NumBinaryAtts,meta_NaiveBayesDdm.warnings,meta_MaxNominalAttDistinctValues,meta_J48.001.AUC,meta_J48.0001.AUC,meta_NBKappa,meta_REPTreeDepth1AUC,meta_NaiveBayesAdwin.changes,meta_REPTreeDepth3ErrRate,meta_DecisionStumpErrRate,meta_MeanStdDevOfNumericAtts,meta_Dimensionality,meta_REPTreeDepth2AUC,meta_StdvNominalAttDistinctValues,meta_HoeffdingAdwin.changes,meta_MeanSkewnessOfNumericAtts,meta_DefaultAccuracy,meta_REPTreeDepth1ErrRate,meta_J48.001.kappa,meta_NumAttributes,label
2162,290000,291000,0.833935,0.885086,0.872467,0.84834,0.756883,0.848759,0.877275,0.873942,0.685948,0.868048,0.815333,0.876392,0.559852,24.9,24.7,14.5,0.104944,0.93084,0.521858,0,9.686173,0.827359,0.428571,-9.528848,0,-1.0,0,7,0.845683,1.121455,0.064242,0.574623,21.6,6,5,0.732194,0.214286,0.752657,0.761935,0.498065,0.0,24.1,2,0.805947,97.782815,0.51653,2.714286,0.502898,0.5,0.521858,0.538,3,0,4,0.814354,0.758017,0.709396,0.74971,0,21.0,23.8,17.116067,0.014,0.751449,0.755929,0,0.489277,0.538,23.8,0.563531,14,1
190,892000,893000,0.627306,0.873869,0.681751,0.83311,0.535756,0.834056,0.837019,0.792176,0.711246,0.726619,0.640466,0.804876,0.910468,30.7,24.2,11.3,-1.0,0.937778,0.383181,0,-1.0,0.786952,0.909091,-1.0,0,-1.0,0,0,0.78589,-1.0,-1.196539,0.41493,21.3,10,5,0.765506,0.0,0.703164,0.70845,0.382055,0.0,21.9,-1,0.772082,0.500038,0.562294,-1.0,0.513507,0.0,0.39,0.521,0,6,-1,0.823885,0.818159,0.773238,0.715941,0,29.6,31.1,0.288062,0.011,0.733668,-1.0,0,-0.019673,0.521,30.5,0.574714,11,6
195,275000,276000,0.675004,0.840051,0.489228,0.884047,0.395178,0.884069,0.77175,0.716663,0.166928,0.522384,0.640207,0.765091,0.188475,61.1,33.1,53.4,-1.0,0.731292,0.129816,0,-1.0,0.675502,0.909091,-1.0,0,2.200776,0,0,0.681777,-1.0,0.15144,0.225182,31.1,10,5,0.831745,0.0,0.598513,0.587361,0.148801,0.089,31.0,-1,0.652369,0.498459,0.596793,-1.0,0.567502,0.0,0.113043,0.305,0,0,-1,0.827251,0.830723,0.281907,0.59021,0,55.9,61.1,0.341906,0.011,0.629593,-1.0,0,-0.044259,0.305,63.8,0.595715,11,2
177,744000,745000,0.834875,0.87207,0.862868,0.845918,0.801843,0.846311,0.862752,0.87183,0.849451,0.864974,0.832902,0.872154,0.847255,22.7,18.9,13.4,0.068755,0.928309,0.542737,0,11.651486,0.868489,0.0,14.654319,0,1.007555,0,13,0.859963,0.869851,0.0,0.608485,18.9,0,5,0.81231,0.214286,0.752758,0.752758,0.507987,0.001,18.9,1,0.842475,0.0,0.57788,2.692308,0.57788,0.928571,0.507987,0.641,3,0,4,0.81231,0.81231,0.706048,0.782358,0,17.7,20.5,0.0,0.014,0.782358,0.751068,0,0.0,0.641,22.7,0.57788,14,4
175,563000,564000,0.653195,0.665105,0.654454,0.625468,0.615225,0.62552,0.646913,0.661748,0.606569,0.665034,0.650209,0.66489,0.651617,39.5,36.3,35.5,0.003524,0.617891,0.012026,0,-284.742171,0.518146,0.0,275.332798,0,0.970363,0,57,0.548311,-1.0,0.0,0.087726,36.3,0,2,0.553324,0.0,0.517098,0.50103,0.012026,0.399,36.3,3,0.506236,0.0,0.112686,3.0,0.112686,0.982759,0.012026,0.601,0,0,3,0.553324,0.553324,0.149048,0.508557,0,37.1,39.5,0.0,0.058,0.508557,0.0,0,0.0,0.601,39.5,0.112686,58,1
2160,922000,923000,0.710606,0.831232,0.787282,0.745271,0.665855,0.747341,0.827517,0.799324,0.721226,0.755293,0.733642,0.82294,0.777706,29.7,31.3,27.8,-1.0,0.805897,0.338483,0,-1.0,0.680981,0.983607,-1.0,0,0.999351,0,0,0.711346,-1.0,0.83274,0.41116,29.7,60,2,0.724196,0.0,0.681161,0.642779,0.400605,0.485,30.8,-1,0.720192,0.277241,0.382852,-1.0,0.371814,0.0,0.364817,0.515,0,0,-1,0.689849,0.706492,0.445099,0.679435,0,29.2,32.8,0.140213,0.061,0.721005,-1.0,0,0.841391,0.515,31.5,0.403854,61,1
2165,769000,770000,0.879791,0.924973,0.894556,0.88727,0.839651,0.88693,0.921816,0.914026,0.831303,0.877135,0.842135,0.918978,0.727609,18.3,16.2,9.5,0.051178,0.926428,0.224906,0,14.332487,0.819851,0.3,14.41332,0,0.737642,0,13,0.806326,0.784683,2.049385,0.484859,16.0,6,2,0.70039,0.65,0.690317,0.693018,0.24157,0.208,16.2,2,0.755639,48.240647,0.447597,2.0,0.447597,0.65,0.0,0.792,13,0,2,0.701522,0.70039,0.718154,0.5,0,16.1,19.2,28.906586,0.02,0.67423,0.0,0,1.063284,0.792,20.8,0.450036,20,1
174,616000,617000,0.774558,0.90865,0.879225,0.821554,0.317807,0.821522,0.906246,0.89182,0.046938,0.901378,0.676796,0.903002,0.029595,46.8,32.8,12.7,0.350432,0.989094,0.097942,0,1.949212,0.828429,0.0,10.825424,0,3.79357,0,35,0.867571,1.033497,0.0,0.574785,30.0,0,19,0.893986,0.444444,0.693065,0.709982,0.480309,0.01,29.9,2,0.808015,0.0,0.670548,2.857143,0.639246,0.972222,0.247228,0.153,16,0,7,0.904427,0.903598,0.8602,0.752863,6,38.2,80.0,0.0,0.036,0.846668,1.088519,5,0.0,0.153,65.9,0.669577,36,1
127,356000,357000,0.75181,0.777025,0.759846,0.753325,0.724375,0.753709,0.741751,0.776263,0.73437,0.75319,0.737566,0.776992,0.678992,26.7,27.0,23.3,0.034915,0.769025,0.281609,0,-29.641342,0.665655,0.0,25.063832,0,0.875093,0,9,0.674384,-1.0,0.0,0.234222,27.0,0,2,0.586436,0.3,0.645361,0.660502,0.240571,0.295,27.0,2,0.680397,0.0,0.147539,5.666667,0.147539,0.9,0.087182,0.705,3,0,13,0.586436,0.586436,0.400227,0.614922,0,27.3,30.5,0.0,0.01,0.651417,4.472136,0,0.0,0.705,28.5,0.147539,10,1
199,349000,350000,0.851274,0.889009,0.858726,0.869126,0.679309,0.869297,0.881631,0.876649,0.814811,0.866257,0.852709,0.879991,0.77696,22.5,16.2,12.2,-1.0,0.894174,0.371576,0,-1.0,0.85557,0.75,-1.0,0,0.977539,0,0,0.859715,-1.0,-1.177813,0.687191,16.2,3,2,0.844885,0.0,0.70248,0.70248,0.512041,0.412,16.2,-1,0.833269,4.989776,0.668771,-1.0,0.668771,0.0,0.376094,0.588,0,0,-1,0.844885,0.844885,0.744676,0.723549,0,15.2,31.2,2.908004,0.004,0.76376,-1.0,0,0.007238,0.588,30.8,0.668771,4,1
163,293000,294000,0.652694,0.939007,0.893738,0.891466,0.203986,0.892398,0.93535,0.901544,0.188163,0.906228,0.620003,0.923082,0.19333,66.9,42.1,10.1,0.18991,0.991123,0.112959,0,3.846567,0.775274,0.0,17.439228,0,3.311879,0,64,0.843241,0.92041,0.0,0.480253,41.5,0,10,0.831676,0.0,0.659324,0.672858,0.255169,0.08,42.0,1,0.73298,0.0,0.532476,2.9375,0.531466,0.984615,0.105304,0.123,0,0,3,0.824595,0.829956,0.887581,0.695602,1,46.8,78.9,0.0,0.065,0.791376,0.350736,1,0.0,0.123,80.0,0.538165,65,1
127,320000,321000,0.751966,0.776757,0.760037,0.753492,0.724854,0.753854,0.742146,0.775975,0.733047,0.75328,0.737922,0.776804,0.677439,28.6,26.7,25.9,0.032889,0.754973,0.170715,0,46.81111,0.605503,0.0,26.60734,0,0.875093,0,9,0.642481,1.572467,0.0,0.268173,26.7,0,2,0.596769,0.3,0.652042,0.607895,0.253556,0.295,26.7,2,0.63373,0.0,0.164581,5.666667,0.164581,0.9,0.170715,0.705,3,0,13,0.596769,0.596769,0.326188,0.6099,0,28.4,29.7,0.0,0.01,0.612826,4.472136,1,0.0,0.705,29.7,0.164581,10,4
160,342000,343000,0.974327,0.987292,0.969781,0.964245,0.974376,0.9643,0.988268,0.987079,0.895376,0.928198,0.980755,0.987723,0.861548,3.4,3.5,7.7,0.166467,0.985103,0.756252,0,-7.007193,0.971356,0.0,5.976581,0,0.994904,0,22,0.975803,-1.0,0.0,0.931354,3.5,0,2,0.970941,0.173913,0.880096,0.976808,0.931354,0.458,3.5,2,0.9694,0.0,0.929467,5.681818,0.929467,0.956522,0.941499,0.542,4,0,12,0.970941,0.970941,0.843395,0.976808,0,3.4,12.3,0.0,0.023,0.975803,3.029794,0,0.0,0.542,2.9,0.929467,23,5
2156,968000,969000,0.72382,0.783591,0.769391,0.728733,0.641018,0.729436,0.773721,0.776859,0.597531,0.766239,0.724769,0.782219,0.568503,30.4,31.5,25.9,0.02288,0.788117,0.0,0,-44.705484,0.665652,0.333333,39.285157,0,0.898861,0,13,0.7072,-1.0,0.604359,0.216094,31.5,7,2,0.498841,0.095238,0.664185,0.678878,0.153274,0.315,31.5,2,0.670407,468.813961,0.0,4.307692,0.0,0.619048,0.0,0.685,2,0,11,0.498841,0.498841,0.381271,0.498841,0,30.9,31.5,401.142137,0.021,0.647906,2.287087,0,0.881693,0.685,31.5,0.0,21,1
2157,495000,496000,0.679468,0.868308,0.791736,0.787403,0.277151,0.788016,0.81871,0.803373,0.180218,0.766722,0.656873,0.819591,0.171728,61.8,32.4,25.0,-1.0,0.951022,0.115361,0,-1.0,0.853674,0.941176,-1.0,0,3.315218,0,0,0.866421,-1.0,-0.712943,0.503538,32.5,16,10,0.862011,0.0,0.70798,0.704107,0.306882,0.087,32.6,-1,0.799731,50.543402,0.637173,-1.0,0.639382,0.0,0.115365,0.115,0,0,-1,0.857439,0.860414,0.722048,0.708645,0,44.6,78.7,29.899825,0.017,0.804912,-1.0,0,-0.012306,0.115,78.7,0.638255,17,1
193,333000,334000,0.188138,0.861769,0.442832,0.701299,0.457838,0.710533,0.823518,0.731898,0.691575,0.588623,0.441907,0.793743,0.755135,35.6,28.5,27.9,0.044203,0.792741,0.084997,0,-23.62292,0.650459,0.454545,-22.62292,0,-1.0,0,5,0.626703,-1.0,1.921207,0.1781,19.2,5,10,0.687139,0.0,0.537452,0.541911,0.113133,0.0,26.6,4,0.62293,7.133,0.392718,4.0,0.341432,0.454545,0.084997,0.612,0,0,4,0.818008,0.721002,0.396321,0.537452,1,33.9,36.2,1.043926,0.011,0.56824,0.0,1,-0.790391,0.612,36.2,0.574437,11,1
2131,370000,371000,0.50907,0.639814,0.581571,0.576375,0.35924,0.577585,0.662825,0.643571,0.016846,0.606111,0.439466,0.661935,0.016846,59.7,55.4,46.1,0.140264,0.808371,0.186675,0,10.594916,0.632768,0.576923,16.380274,0,2.297564,0,10,0.666785,1.62635,0.969006,0.206908,53.0,15,7,0.679658,0.153846,0.662973,0.603441,0.180025,0.004,53.2,2,0.651662,1394.002595,0.283258,6.0,0.231588,0.384615,0.177946,0.317,4,0,22,0.682688,0.682694,0.401416,0.647594,0,59.0,57.2,565.886644,0.026,0.656181,6.110101,0,0.783052,0.317,59.5,0.285121,26,5
174,725000,726000,0.775169,0.910263,0.879643,0.82195,0.317587,0.821927,0.907269,0.89227,0.047814,0.901647,0.677073,0.903632,0.029493,44.8,28.9,10.1,0.371053,0.990122,0.160612,0,1.809026,0.822175,0.0,10.29582,0,3.820294,0,35,0.843977,1.042297,0.0,0.51892,24.4,0,19,0.901202,0.444444,0.705717,0.722065,0.495236,0.013,27.3,2,0.803602,0.0,0.700179,2.857143,0.680885,0.972222,0.241236,0.144,16,0,7,0.907783,0.904516,0.889297,0.758422,6,42.9,72.2,0.0,0.036,0.833509,1.088519,3,0.0,0.144,66.2,0.732871,36,1
198,550000,551000,0.228851,0.835305,0.272868,0.893947,0.253519,0.894087,0.431223,0.483851,0.166924,0.313399,0.228194,0.618849,0.228283,60.9,34.3,38.6,-1.0,0.82986,0.15708,0,-1.0,0.734888,0.909091,-1.0,0,2.213596,0,0,0.726829,-1.0,-0.291477,0.324179,32.5,10,5,0.822334,0.0,0.608148,0.576265,0.171434,0.08,34.1,-1,0.682161,0.498433,0.555572,-1.0,0.552563,0.0,0.171434,0.296,0,0,-1,0.823036,0.827007,0.503825,0.614613,1,53.1,61.6,0.331843,0.011,0.614613,-1.0,1,0.005609,0.296,60.9,0.57811,11,2
2167,531000,532000,0.742103,0.887861,0.872226,0.829953,0.5214,0.829855,0.877504,0.868429,0.566724,0.845515,0.746562,0.883966,0.549786,35.4,24.5,14.6,-1.0,0.971944,0.3309,0,-1.0,0.822115,0.97561,-1.0,0,1.582146,0,0,0.833574,-1.0,-0.453083,0.524547,25.4,40,3,0.83734,0.0,0.706443,0.688274,0.464279,0.308,24.7,-1,0.773317,0.912566,0.628381,-1.0,0.631391,0.0,0.339194,0.359,0,0,-1,0.813489,0.821456,0.780605,0.705039,0,31.6,44.5,1.276246,0.041,0.770365,-1.0,0,0.024875,0.359,44.1,0.617982,41,1
185,404000,405000,0.900309,0.961373,0.903862,0.859284,0.821598,0.857637,0.967086,0.937684,0.833595,0.794491,0.880464,0.944398,0.874449,13.4,13.4,19.1,0.070555,0.919095,0.585319,0,16.97319,0.876629,0.0,13.238807,0,0.934068,0,34,0.868622,1.268104,0.0,0.695039,13.4,0,2,0.83316,0.0,0.76298,0.767292,0.69252,0.35,13.4,1,0.842501,0.0,0.691671,2.941176,0.691671,0.971429,0.585319,0.65,0,0,3,0.83316,0.83316,0.606429,0.765316,0,13.4,17.4,0.0,0.035,0.86918,0.342997,0,0.0,0.65,17.4,0.691671,35,5
2156,63000,64000,0.726281,0.768656,0.771703,0.731031,0.646125,0.731922,0.764359,0.768641,0.583516,0.769,0.728672,0.77475,0.584312,29.8,30.3,26.0,0.022972,0.772727,0.0,0,-44.531208,0.625839,0.333333,38.521951,0,0.884927,0,13,0.639355,-1.0,0.531373,0.136745,30.3,7,2,0.498816,0.095238,0.673057,0.58654,0.112308,0.303,30.3,2,0.645046,479.345935,0.0,4.307692,0.0,0.619048,0.0,0.697,2,0,11,0.498816,0.498816,0.354329,0.498816,0,30.0,30.3,403.431915,0.021,0.640155,2.287087,0,0.892229,0.697,30.3,0.0,21,4
2160,102000,103000,0.708689,0.812495,0.78365,0.745485,0.664243,0.747233,0.803019,0.779078,0.560553,0.755903,0.729699,0.798854,0.73399,28.1,26.2,23.9,-1.0,0.8441,0.449281,0,-1.0,0.745434,0.983607,-1.0,0,0.999166,0,0,0.760423,-1.0,0.792643,0.426302,23.8,60,2,0.763236,0.0,0.726079,0.709276,0.437618,0.483,24.0,-1,0.740276,0.277962,0.518264,-1.0,0.476605,0.0,0.461681,0.517,0,0,-1,0.769824,0.750696,0.52213,0.724435,0,28.8,27.3,0.139106,0.061,0.752224,-1.0,0,0.814734,0.517,26.7,0.522474,61,1
174,600000,601000,0.774439,0.908381,0.879201,0.821587,0.317712,0.821561,0.90605,0.891834,0.046787,0.901363,0.67677,0.902905,0.029597,48.7,28.6,11.2,0.374637,0.992381,0.111323,0,1.765595,0.844039,0.0,10.304373,0,3.860401,0,35,0.872917,1.036095,0.0,0.55213,26.9,0,19,0.89768,0.444444,0.695363,0.755282,0.464185,0.015,27.1,2,0.82808,0.0,0.702887,2.857143,0.686006,0.972222,0.214259,0.146,16,0,7,0.898847,0.898431,0.877595,0.755282,5,40.5,78.4,0.0,0.036,0.857567,1.088519,7,0.0,0.146,69.6,0.705098,36,1
2133,112000,113000,0.601088,0.812752,0.77831,0.690257,0.267779,0.693168,0.835531,0.821018,0.100115,0.831027,0.610593,0.830584,0.189973,64.3,39.6,22.5,-1.0,0.96758,0.122082,2,-1.0,0.808378,0.987013,-1.0,0,3.308938,0,0,0.847636,-1.0,-0.208585,0.453489,39.9,76,10,0.819662,0.0,0.709199,0.718359,0.277513,0.079,39.6,-1,0.782414,0.130982,0.559196,-1.0,0.559213,0.0,0.119746,0.125,0,0,-1,0.808475,0.81195,0.749343,0.706896,5,48.9,77.5,0.066603,0.077,0.811675,-1.0,4,0.511145,0.125,77.7,0.5557,77,5
2165,937000,938000,0.879844,0.925757,0.894893,0.887356,0.839762,0.886988,0.922557,0.914772,0.835364,0.877129,0.842135,0.919962,0.729399,15.1,15.1,11.9,0.047676,0.925205,0.439179,0,15.22648,0.795908,0.3,15.184083,0,0.723924,0,13,0.690583,0.773621,2.047885,0.441502,14.2,6,2,0.694587,0.65,0.686536,0.715225,0.441502,0.201,14.8,2,0.787732,47.719803,0.438948,2.0,0.443962,0.65,0.439179,0.799,13,0,2,0.746088,0.693952,0.638267,0.686536,0,15.1,15.8,28.891995,0.02,0.690583,0.0,0,1.10108,0.799,15.8,0.491655,20,1
2154,760000,761000,0.865088,0.888828,0.856825,0.859938,0.848078,0.859728,0.875959,0.875962,0.645294,0.830754,0.854434,0.882258,0.542874,13.6,13.5,15.8,0.093806,0.913648,0.727938,0,-11.660281,0.868183,0.375,10.560127,0,0.990605,0,9,0.903883,-1.0,5.591866,0.723223,13.4,6,2,0.872677,0.25,0.863235,0.818609,0.727938,0.443,13.4,2,0.86244,200.744681,0.730834,4.555556,0.728763,0.5625,0.727938,0.557,4,0,14,0.859719,0.859719,0.674271,0.863235,0,13.7,13.6,822.023984,0.016,0.863235,4.186619,0,1.966794,0.557,13.6,0.730834,16,1
2132,331000,332000,0.848952,0.90872,0.883813,0.861114,0.724111,0.861681,0.90212,0.891446,0.543551,0.86019,0.821045,0.896669,0.543551,25.5,23.3,13.8,0.083704,0.938587,0.458941,0,12.827299,0.831705,0.157895,14.914346,0,1.248386,0,15,0.846516,1.157396,7.201963,0.567633,23.0,3,4,0.801477,0.473684,0.739795,0.741199,0.510038,0.018,23.0,2,0.80862,2.080885,0.562159,2.933333,0.547164,0.789474,0.458941,0.548,9,0,8,0.81,0.81,0.742229,0.772813,0,22.6,28.4,1.025553,0.019,0.794466,1.624221,0,2.072529,0.548,28.4,0.562159,19,1
2127,226000,227000,0.913035,0.946564,0.919172,0.892004,0.824361,0.892128,0.949388,0.9207,0.108921,0.845317,0.923511,0.928004,0.109189,16.9,14.3,12.4,0.066294,0.951513,0.425043,0,-16.084228,0.842437,0.153846,-15.084228,0,-1.0,0,32,0.928585,-1.0,2.164177,0.730482,14.3,6,6,0.772314,0.487179,0.656898,0.748395,0.432572,0.0,14.3,2,0.837889,352.741718,0.581472,3.21875,0.581472,0.820513,0.432572,0.761,19,0,10,0.772297,0.772314,0.712897,0.690296,0,10.5,16.8,408.012631,0.039,0.690296,2.059351,0,1.607118,0.761,16.9,0.583708,39,5
2128,593000,594000,0.838003,0.882864,0.823333,0.804768,0.782359,0.805247,0.859897,0.84982,0.108904,0.809108,0.827146,0.853539,0.109125,23.2,22.8,30.6,0.025599,0.83197,0.0,0,8.679671,0.618538,0.153846,-39.06377,0,-1.0,0,32,0.803691,0.247792,3.19552,0.367681,23.0,6,6,0.568353,0.102564,0.589708,0.515917,0.236186,0.0,23.0,1,0.625451,374.033117,0.192742,2.3125,0.205818,0.820513,0.073247,0.748,4,0,9,0.563533,0.563533,0.385343,0.605399,2,20.6,25.2,420.276818,0.039,0.690969,2.070336,0,1.801595,0.748,25.2,0.192742,39,1
178,857000,858000,0.864513,0.942758,0.88485,0.923467,0.729476,0.923326,0.949344,0.938176,0.865914,0.887019,0.825834,0.941083,0.850188,18.6,18.4,11.7,0.033576,0.955523,0.466851,0,28.455712,0.86959,0.0,29.778774,0,0.999859,0,32,0.871157,0.989011,0.0,0.679776,16.7,0,2,0.844436,0.515152,0.730811,0.750949,0.628094,0.493,18.4,1,0.806766,0.0,0.63236,2.40625,0.63236,0.969697,0.466851,0.507,17,0,8,0.85695,0.844436,0.766039,0.750089,0,16.0,26.8,0.0,0.033,0.859865,1.411002,0,0.0,0.507,26.8,0.665906,33,5
2128,778000,779000,0.838313,0.885712,0.823745,0.804955,0.782712,0.805379,0.864403,0.854846,0.108967,0.809271,0.827489,0.858249,0.109208,19.3,19.3,19.2,0.024682,0.875625,0.127771,0,-41.515219,0.829352,0.153846,-40.515219,0,-1.0,0,32,0.800427,-1.0,2.926038,0.461833,19.3,6,6,0.607147,0.102564,0.676888,0.573153,0.265073,0.0,19.3,1,0.710264,364.164919,0.277362,2.3125,0.277362,0.820513,0.087996,0.778,4,1,9,0.607147,0.607147,0.499513,0.573496,3,17.4,20.9,421.454171,0.039,0.680649,2.070336,0,1.768916,0.778,21.8,0.277362,39,1
2167,605000,606000,0.742051,0.88831,0.872399,0.829987,0.521358,0.829883,0.878097,0.869249,0.567135,0.845837,0.746472,0.884639,0.550347,36.9,32.8,16.6,-1.0,0.966785,0.32555,0,-1.0,0.817278,0.97561,-1.0,0,1.584556,0,0,0.835322,-1.0,-0.456406,0.52277,27.3,40,3,0.797104,0.0,0.704297,0.714511,0.4453,0.325,28.7,-1,0.772406,0.906853,0.569425,-1.0,0.509435,0.0,0.284321,0.344,0,0,-1,0.819713,0.817014,0.75164,0.691662,0,31.9,45.3,1.263698,0.041,0.786082,-1.0,0,0.022839,0.344,47.7,0.59051,41,1
2162,460000,461000,0.833764,0.88643,0.872809,0.84805,0.756757,0.848518,0.878835,0.876082,0.706972,0.867961,0.815278,0.878469,0.573152,27.5,25.3,15.5,0.104249,0.9261,0.509319,0,9.743899,0.838276,0.428571,-9.592377,0,-1.0,0,7,0.823681,1.120045,0.134209,0.529433,21.0,6,5,0.732976,0.214286,0.745566,0.738274,0.459852,0.0,24.0,2,0.818578,98.054413,0.520667,2.714286,0.491265,0.5,0.423308,0.533,3,0,4,0.826308,0.769186,0.690801,0.719722,0,23.7,24.6,17.487403,0.014,0.766301,0.755929,0,0.522533,0.533,28.8,0.579556,14,1
190,781000,782000,0.637818,0.873509,0.697492,0.832904,0.526289,0.833839,0.839824,0.800404,0.710588,0.746136,0.651711,0.811335,0.909523,28.5,25.4,11.4,-1.0,0.933674,0.40726,0,-1.0,0.793678,0.909091,-1.0,0,-1.0,0,0,0.728821,-1.0,-1.207054,0.429411,24.8,10,5,0.772715,0.0,0.728713,0.616725,0.429411,0.0,25.3,-1,0.735598,0.500382,0.494134,-1.0,0.492219,0.0,0.37776,0.506,0,0,-1,0.784637,0.776314,0.771978,0.71173,0,28.5,29.6,0.29101,0.011,0.728821,-1.0,0,-0.002581,0.506,31.0,0.503237,11,6
191,238000,239000,0.742025,0.89159,0.918318,0.832837,0.558192,0.833946,0.890824,0.891063,0.609778,0.933464,0.740967,0.898582,0.901816,36.1,32.6,11.7,-1.0,0.924056,0.218044,0,-1.0,0.695647,0.909091,-1.0,0,-1.0,0,0,0.715857,-1.0,-1.178014,0.355879,29.4,10,5,0.685221,0.0,0.628403,0.623954,0.278208,0.0,32.6,-1,0.690819,0.497228,0.348117,-1.0,0.348117,0.0,0.204099,0.501,0,0,-1,0.719585,0.685221,0.766007,0.622336,3,32.2,39.1,0.28639,0.011,0.674483,-1.0,0,0.017174,0.501,39.8,0.412063,11,3
175,823000,824000,0.65314,0.665494,0.654343,0.625728,0.615627,0.62578,0.648251,0.662603,0.607848,0.66511,0.650186,0.665356,0.652572,37.3,37.3,34.0,0.003971,0.640182,0.040146,0,-252.796298,0.549574,0.0,244.773323,0,0.972109,0,57,0.557004,-1.0,0.0,0.107516,37.1,0,2,0.547763,0.0,0.523307,0.537193,0.090324,0.402,37.1,3,0.550471,0.0,0.096066,3.0,0.090324,0.982759,0.083694,0.598,0,0,3,0.550036,0.550036,0.192046,0.536278,0,36.7,39.0,0.0,0.058,0.545885,0.0,0,0.0,0.598,37.5,0.096066,58,1
2157,94000,95000,0.673442,0.831011,0.786032,0.786768,0.274421,0.787221,0.783684,0.775821,0.179042,0.765295,0.654516,0.783179,0.144937,65.0,31.7,23.6,-1.0,0.948511,0.116704,0,-1.0,0.83882,0.941176,-1.0,0,3.307779,0,0,0.847773,-1.0,-0.648277,0.441719,31.5,16,10,0.859511,0.0,0.707956,0.663199,0.266684,0.085,31.6,-1,0.784988,50.865971,0.647612,-1.0,0.646609,0.0,0.116704,0.131,0,0,-1,0.850723,0.851122,0.737212,0.707956,0,50.1,77.5,29.666307,0.017,0.794842,-1.0,3,-0.008286,0.131,77.5,0.648755,17,1
195,864000,865000,0.675495,0.84952,0.488474,0.883408,0.396281,0.883487,0.798832,0.75912,0.166565,0.51984,0.641362,0.802582,0.173776,60.2,34.8,48.4,-1.0,0.76449,0.11668,0,-1.0,0.722885,0.909091,-1.0,0,2.195838,0,0,0.754713,-1.0,0.170226,0.340839,30.7,10,5,0.811615,0.0,0.600339,0.609009,0.167773,0.092,33.6,-1,0.683353,0.491047,0.550595,-1.0,0.532749,0.0,0.054423,0.328,0,0,-1,0.839244,0.826508,0.352785,0.569604,0,48.7,61.3,0.334744,0.011,0.679873,-1.0,0,-0.016317,0.328,65.6,0.594153,11,2
195,490000,491000,0.675149,0.846143,0.488012,0.884418,0.395446,0.884444,0.788157,0.740613,0.16688,0.520656,0.640963,0.786534,0.179582,60.9,36.2,51.4,-1.0,0.764891,0.101914,0,-1.0,0.722619,0.909091,-1.0,0,2.203252,0,0,0.739019,-1.0,0.040341,0.295498,33.1,10,5,0.806819,0.0,0.597989,0.592152,0.146157,0.085,36.0,-1,0.657024,0.489535,0.524763,-1.0,0.522255,0.0,0.040183,0.316,0,0,-1,0.822653,0.805075,0.318628,0.560786,0,51.0,66.0,0.335234,0.011,0.681352,-1.0,0,-0.071225,0.316,66.8,0.566576,11,2
